jaar,niscode,aantal_huishoudleden,aantal
2026,32011,1,1544
2026,32011,2,2010
2026,32011,3,834
2026,32011,4+,1093
2026,32030,1,332
2026,32030,2,484
2026,32030,3,174
2026,32030,4+,290
2026,33011,1,5795
2026,33011,2,5580
2026,33011,3,1964
2026,33011,4+,2765
2026,33016,1,193
2026,33016,2,138
2026,33016,3,65
2026,33016,4+,86
2026,33021,1,2871
2026,33021,2,3071
2026,33021,3,1107
2026,33021,4+,1619
2026,33029,1,2620
2026,33029,2,2903
2026,33029,3,1110
2026,33029,4+,1636
2026,33037,1,1653
2026,33037,2,1952
2026,33037,3,763
2026,33037,4+,1074
2026,33039,1,1023
2026,33039,2,1268
2026,33039,3,461
2026,33039,4+,708
2026,33040,1,916
2026,33040,2,1241
2026,33040,3,468
2026,33040,4+,691
2026,33041,1,435
2026,33041,2,491
2026,33041,3,214
2026,33041,4+,335
2026,34002,1,1858
2026,34002,2,2353
2026,34002,3,944
2026,34002,4+,1355
2026,34003,1,1481
2026,34003,2,1560
2026,34003,3,633
2026,34003,4+,885
2026,34009,1,1578
2026,34009,2,1921
2026,34009,3,763
2026,34009,4+,1107
2026,34013,1,4328
2026,34013,2,4791
2026,34013,3,1699
2026,34013,4+,2497
2026,34022,1,13294
2026,34022,2,11501
2026,34022,3,4128
2026,34022,4+,6352
2026,34023,1,1927
2026,34023,2,2067
2026,34023,3,808
2026,34023,4+,1244
2026,34025,1,775
2026,34025,2,954
2026,34025,3,315
2026,34025,4+,506
2026,34027,1,5332
2026,34027,2,5000
2026,34027,3,2015
2026,34027,4+,2869
2026,34040,1,5613
2026,34040,2,6381
2026,34040,3,2299
2026,34040,4+,3253
2026,34041,1,4101
2026,34041,2,4896
2026,34041,3,1838
2026,34041,4+,2762
2026,34042,1,3252
2026,34042,2,3938
2026,34042,3,1532
2026,34042,4+,2184
2026,34043,1,261
2026,34043,2,323
2026,34043,3,124
2026,34043,4+,166
2026,35002,1,3102
2026,35002,2,3300
2026,35002,3,1040
2026,35002,4+,1212
2026,35005,1,1604
2026,35005,2,1969
2026,35005,3,793
2026,35005,4+,999
2026,35006,1,1657
2026,35006,2,2374
2026,35006,3,911
2026,35006,4+,1194
2026,35011,1,4766
2026,35011,2,3889
2026,35011,3,904
2026,35011,4+,1007
2026,35013,1,18110
2026,35013,2,11481
2026,35013,3,3419
2026,35013,4+,4350
2026,35014,1,1287
2026,35014,2,1644
2026,35014,3,651
2026,35014,4+,796
2026,35029,1,2786
2026,35029,2,2641
2026,35029,3,586
2026,35029,4+,649
2026,36006,1,1140
2026,36006,2,1604
2026,36006,3,610
2026,36006,4+,876
2026,36007,1,1500
2026,36007,2,1834
2026,36007,3,736
2026,36007,4+,997
2026,36008,1,4431
2026,36008,2,4445
2026,36008,3,1818
2026,36008,4+,2336
2026,36010,1,1138
2026,36010,2,1513
2026,36010,3,551
2026,36010,4+,885
2026,36011,1,1123
2026,36011,2,1405
2026,36011,3,611
2026,36011,4+,791
2026,36012,1,1422
2026,36012,2,1783
2026,36012,3,696
2026,36012,4+,1022
2026,36015,1,10418
2026,36015,2,10001
2026,36015,3,3931
2026,36015,4+,5435
2026,36019,1,1434
2026,36019,2,1729
2026,36019,3,675
2026,36019,4+,1063
2026,37002,1,961
2026,37002,2,1326
2026,37002,3,570
2026,37002,4+,756
2026,37007,1,1418
2026,37007,2,1776
2026,37007,3,669
2026,37007,4+,918
2026,37010,1,1030
2026,37010,2,1234
2026,37010,3,496
2026,37010,4+,707
2026,37011,1,747
2026,37011,2,1092
2026,37011,3,438
2026,37011,4+,560
2026,37012,1,607
2026,37012,2,843
2026,37012,3,338
2026,37012,4+,469
2026,37015,1,3061
2026,37015,2,3236
2026,37015,3,1190
2026,37015,4+,1685
2026,37017,1,1155
2026,37017,2,1440
2026,37017,3,666
2026,37017,4+,941
2026,37018,1,1758
2026,37018,2,2324
2026,37018,3,951
2026,37018,4+,1308
2026,37020,1,1231
2026,37020,2,1478
2026,37020,3,516
2026,37020,4+,792
2026,38002,1,633
2026,38002,2,638
2026,38002,3,315
2026,38002,4+,477
2026,38008,1,2600
2026,38008,2,2043
2026,38008,3,553
2026,38008,4+,617
2026,38014,1,4894
2026,38014,2,4845
2026,38014,3,862
2026,38014,4+,967
2026,38016,1,2694
2026,38016,2,2456
2026,38016,3,484
2026,38016,4+,506
2026,38025,1,2077
2026,38025,2,2014
2026,38025,3,755
2026,38025,4+,913
2026,41002,1,14913
2026,41002,2,13323
2026,41002,3,5516
2026,41002,4+,7479
2026,41011,1,2583
2026,41011,2,2952
2026,41011,3,1280
2026,41011,4+,1971
2026,41018,1,5172
2026,41018,2,5191
2026,41018,3,2293
2026,41018,4+,2679
2026,41024,1,2816
2026,41024,2,3060
2026,41024,3,1224
2026,41024,4+,1563
2026,41027,1,2572
2026,41027,2,2921
2026,41027,3,1263
2026,41027,4+,1558
2026,41034,1,2722
2026,41034,2,3060
2026,41034,3,1259
2026,41034,4+,1543
2026,41048,1,5591
2026,41048,2,5938
2026,41048,3,2476
2026,41048,4+,3431
2026,41063,1,1440
2026,41063,2,1566
2026,41063,3,740
2026,41063,4+,930
2026,41081,1,4512
2026,41081,2,4304
2026,41081,3,1765
2026,41081,4+,2145
2026,41082,1,2741
2026,41082,2,3171
2026,41082,3,1322
2026,41082,4+,1699
2026,42003,1,2198
2026,42003,2,2567
2026,42003,3,939
2026,42003,4+,1240
2026,42004,1,1944
2026,42004,2,2293
2026,42004,3,952
2026,42004,4+,1237
2026,42006,1,7636
2026,42006,2,7295
2026,42006,3,2754
2026,42006,4+,3681
2026,42008,1,3617
2026,42008,2,3783
2026,42008,3,1625
2026,42008,4+,2113
2026,42010,1,1718
2026,42010,2,2004
2026,42010,3,733
2026,42010,4+,1034
2026,42011,1,2849
2026,42011,2,2937
2026,42011,3,1279
2026,42011,4+,1719
2026,42023,1,1292
2026,42023,2,1794
2026,42023,3,651
2026,42023,4+,989
2026,42025,1,4358
2026,42025,2,4093
2026,42025,3,1594
2026,42025,4+,2228
2026,42026,1,1648
2026,42026,2,1849
2026,42026,3,763
2026,42026,4+,1007
2026,42028,1,2650
2026,42028,2,3039
2026,42028,3,1274
2026,42028,4+,1977
2026,43002,1,2072
2026,43002,2,2430
2026,43002,3,900
2026,43002,4+,1160
2026,43005,1,4007
2026,43005,2,3547
2026,43005,3,1347
2026,43005,4+,1603
2026,43007,1,838
2026,43007,2,1048
2026,43007,3,380
2026,43007,4+,544
2026,43010,1,3464
2026,43010,2,3993
2026,43010,3,1595
2026,43010,4+,1938
2026,43014,1,854
2026,43014,2,1170
2026,43014,3,433
2026,43014,4+,579
2026,43018,1,1920
2026,43018,2,1882
2026,43018,3,824
2026,43018,4+,1151
2026,44012,1,1272
2026,44012,2,1740
2026,44012,3,668
2026,44012,4+,1005
2026,44013,1,2406
2026,44013,2,3042
2026,44013,3,1095
2026,44013,4+,1706
2026,44019,1,4616
2026,44019,2,5749
2026,44019,3,2327
2026,44019,4+,3004
2026,44020,1,1656
2026,44020,2,2094
2026,44020,3,829
2026,44020,4+,1062
2026,44021,1,49225
2026,44021,2,36751
2026,44021,3,14710
2026,44021,4+,22601
2026,44034,1,2616
2026,44034,2,3528
2026,44034,3,1452
2026,44034,4+,2065
2026,44040,1,1599
2026,44040,2,1712
2026,44040,3,708
2026,44040,4+,1089
2026,44043,1,3419
2026,44043,2,3824
2026,44043,3,1500
2026,44043,4+,2209
2026,44045,1,862
2026,44045,2,1055
2026,44045,3,427
2026,44045,4+,541
2026,44048,1,1605
2026,44048,2,1957
2026,44048,3,713
2026,44048,4+,981
2026,44052,1,1626
2026,44052,2,2095
2026,44052,3,878
2026,44052,4+,1264
2026,44064,1,1089
2026,44064,2,1294
2026,44064,3,478
2026,44064,4+,680
2026,44073,1,1010
2026,44073,2,1216
2026,44073,3,498
2026,44073,4+,674
2026,44081,1,2028
2026,44081,2,2383
2026,44081,3,993
2026,44081,4+,1398
2026,44083,1,6350
2026,44083,2,6968
2026,44083,3,2679
2026,44083,4+,3729
2026,44084,1,3921
2026,44084,2,4764
2026,44084,3,1779
2026,44084,4+,2408
2026,44085,1,3603
2026,44085,2,4350
2026,44085,3,1610
2026,44085,4+,2214
2026,45035,1,5345
2026,45035,2,4946
2026,45035,3,1987
2026,45035,4+,2622
2026,45041,1,4117
2026,45041,2,3421
2026,45041,3,1475
2026,45041,4+,2484
2026,45059,1,1984
2026,45059,2,2364
2026,45059,3,1009
2026,45059,4+,1198
2026,45060,1,978
2026,45060,2,1010
2026,45060,3,403
2026,45060,4+,575
2026,45061,1,657
2026,45061,2,969
2026,45061,3,415
2026,45061,4+,570
2026,45062,1,211
2026,45062,2,299
2026,45062,3,105
2026,45062,4+,155
2026,45063,1,798
2026,45063,2,1052
2026,45063,3,439
2026,45063,4+,579
2026,45064,1,706
2026,45064,2,962
2026,45064,3,360
2026,45064,4+,548
2026,45065,1,1023
2026,45065,2,1292
2026,45065,3,506
2026,45065,4+,726
2026,45068,1,1944
2026,45068,2,2455
2026,45068,3,989
2026,45068,4+,1411
2026,46003,1,6771
2026,46003,2,8082
2026,46003,3,3079
2026,46003,4+,4211
2026,46013,1,2170
2026,46013,2,2492
2026,46013,3,1054
2026,46013,4+,1493
2026,46014,1,5749
2026,46014,2,6102
2026,46014,3,2506
2026,46014,4+,3963
2026,46020,1,2530
2026,46020,2,3025
2026,46020,3,1234
2026,46020,4+,1755
2026,46021,1,12300
2026,46021,2,11122
2026,46021,3,4602
2026,46021,4+,7371
2026,46024,1,2611
2026,46024,2,3077
2026,46024,3,1182
2026,46024,4+,1593
2026,46025,1,4394
2026,46025,2,4694
2026,46025,3,1870
2026,46025,4+,2694
2026,71002,1,1032
2026,71002,2,1242
2026,71002,3,555
2026,71002,4+,708
2026,71004,1,5472
2026,71004,2,6742
2026,71004,3,3007
2026,71004,4+,4457
2026,71011,1,2511
2026,71011,2,3060
2026,71011,3,1172
2026,71011,4+,1614
2026,71016,1,9220
2026,71016,2,9094
2026,71016,3,4124
2026,71016,4+,6028
2026,71017,1,1085
2026,71017,2,1231
2026,71017,3,562
2026,71017,4+,749
2026,71020,1,1300
2026,71020,2,1529
2026,71020,3,513
2026,71020,4+,791
2026,71022,1,15004
2026,71022,2,12766
2026,71022,3,4400
2026,71022,4+,5885
2026,71024,1,1505
2026,71024,2,2051
2026,71024,3,767
2026,71024,4+,1035
2026,71034,1,2500
2026,71034,2,2527
2026,71034,3,980
2026,71034,4+,1340
2026,71037,1,1807
2026,71037,2,2585
2026,71037,3,985
2026,71037,4+,1256
2026,71045,1,831
2026,71045,2,1095
2026,71045,3,482
2026,71045,4+,588
2026,71053,1,7012
2026,71053,2,6602
2026,71053,3,2597
2026,71053,4+,2967
2026,71057,1,2660
2026,71057,2,3074
2026,71057,3,1204
2026,71057,4+,1474
2026,71066,1,2688
2026,71066,2,3382
2026,71066,3,1378
2026,71066,4+,1806
2026,71067,1,935
2026,71067,2,1283
2026,71067,3,468
2026,71067,4+,545
2026,71069,1,1415
2026,71069,2,1771
2026,71069,3,746
2026,71069,4+,940
2026,71070,1,3834
2026,71070,2,4926
2026,71070,3,2166
2026,71070,4+,3209
2026,72003,1,1781
2026,72003,2,2205
2026,72003,3,817
2026,72003,4+,1121
2026,72004,1,2484
2026,72004,2,2624
2026,72004,3,1029
2026,72004,4+,1332
2026,72018,1,1444
2026,72018,2,1994
2026,72018,3,740
2026,72018,4+,1040
2026,72020,1,4441
2026,72020,2,5890
2026,72020,3,2109
2026,72020,4+,2716
2026,72021,1,3623
2026,72021,2,4083
2026,72021,3,1590
2026,72021,4+,2062
2026,72030,1,2140
2026,72030,2,2571
2026,72030,3,950
2026,72030,4+,1424
2026,72037,1,1845
2026,72037,2,2366
2026,72037,3,774
2026,72037,4+,1176
2026,72038,1,1511
2026,72038,2,1971
2026,72038,3,830
2026,72038,4+,1134
2026,72039,1,3422
2026,72039,2,4456
2026,72039,3,1968
2026,72039,4+,2856
2026,72041,1,2537
2026,72041,2,3224
2026,72041,3,1399
2026,72041,4+,1787
2026,72042,1,2729
2026,72042,2,3783
2026,72042,3,1503
2026,72042,4+,2111
2026,72043,1,4630
2026,72043,2,5477
2026,72043,3,1961
2026,72043,4+,2903
2026,73001,1,1462
2026,73001,2,1812
2026,73001,3,732
2026,73001,4+,976
2026,73006,1,4351
2026,73006,2,4996
2026,73006,3,2028
2026,73006,4+,2636
2026,73009,1,1552
2026,73009,2,1857
2026,73009,3,809
2026,73009,4+,859
2026,73022,1,887
2026,73022,2,1224
2026,73022,3,565
2026,73022,4+,604
2026,73032,1,1332
2026,73032,2,1518
2026,73032,3,611
2026,73032,4+,802
2026,73040,1,1037
2026,73040,2,1409
2026,73040,3,586
2026,73040,4+,704
2026,73042,1,3685
2026,73042,2,4375
2026,73042,3,1610
2026,73042,4+,1949
2026,73066,1,2047
2026,73066,2,2545
2026,73066,3,1121
2026,73066,4+,1380
2026,73083,1,4928
2026,73083,2,4931
2026,73083,3,1962
2026,73083,4+,2353
2026,73098,1,977
2026,73098,2,1251
2026,73098,3,470
2026,73098,4+,538
2026,73107,1,5205
2026,73107,2,5723
2026,73107,3,2619
2026,73107,4+,3548
2026,73109,1,573
2026,73109,2,675
2026,73109,3,289
2026,73109,4+,340
2027,11001,1,1839
2027,11001,2,2342
2027,11001,3,875
2027,11001,4+,1244
2027,11002,1,108535
2027,11002,2,62312
2027,11002,3,27716
2027,11002,4+,46313
2027,11004,1,1780
2027,11004,2,2080
2027,11004,3,854
2027,11004,4+,1247
2027,11005,1,2833
2027,11005,2,2290
2027,11005,3,1049
2027,11005,4+,1874
2027,11007,1,1709
2027,11007,2,1544
2027,11007,3,652
2027,11007,4+,1051
2027,11008,1,5406
2027,11008,2,6001
2027,11008,3,2269
2027,11008,4+,3269
2027,11009,1,3479
2027,11009,2,5013
2027,11009,3,1838
2027,11009,4+,2701
2027,11013,1,3467
2027,11013,2,3312
2027,11013,3,1252
2027,11013,4+,2032
2027,11016,1,2355
2027,11016,2,2990
2027,11016,3,1163
2027,11016,4+,1771
2027,11018,1,1516
2027,11018,2,1752
2027,11018,3,763
2027,11018,4+,1203
2027,11021,1,918
2027,11021,2,1254
2027,11021,3,481
2027,11021,4+,798
2027,11022,1,2434
2027,11022,2,3048
2027,11022,3,1085
2027,11022,4+,1809
2027,11023,1,3570
2027,11023,2,4395
2027,11023,3,1684
2027,11023,4+,2413
2027,11024,1,2769
2027,11024,2,3274
2027,11024,3,1235
2027,11024,4+,1996
2027,11025,1,953
2027,11025,2,1308
2027,11025,3,541
2027,11025,4+,745
2027,11029,1,4209
2027,11029,2,3604
2027,11029,3,1526
2027,11029,4+,2337
2027,11030,1,1587
2027,11030,2,1500
2027,11030,3,704
2027,11030,4+,965
2027,11035,1,2555
2027,11035,2,3215
2027,11035,3,1111
2027,11035,4+,1725
2027,11037,1,1826
2027,11037,2,2366
2027,11037,3,920
2027,11037,4+,1379
2027,11038,1,1051
2027,11038,2,1336
2027,11038,3,534
2027,11038,4+,771
2027,11039,1,2221
2027,11039,2,3293
2027,11039,3,1202
2027,11039,4+,1828
2027,11040,1,4581
2027,11040,2,5188
2027,11040,3,1955
2027,11040,4+,2908
2027,11044,1,2594
2027,11044,2,3069
2027,11044,3,1178
2027,11044,4+,1523
2027,11050,1,1372
2027,11050,2,1661
2027,11050,3,614
2027,11050,4+,948
2027,11052,1,1601
2027,11052,2,2050
2027,11052,3,752
2027,11052,4+,1187
2027,11053,1,2618
2027,11053,2,3439
2027,11053,3,1345
2027,11053,4+,1952
2027,11054,1,1649
2027,11054,2,2137
2027,11054,3,791
2027,11054,4+,1173
2027,11055,1,2841
2027,11055,2,3683
2027,11055,3,1281
2027,11055,4+,1973
2027,11056,1,2824
2027,11056,2,2932
2027,11056,3,1156
2027,11056,4+,1651
2027,11057,1,2177
2027,11057,2,2543
2027,11057,3,1004
2027,11057,4+,1388
2027,12002,1,1538
2027,12002,2,1919
2027,12002,3,686
2027,12002,4+,1006
2027,12005,1,1670
2027,12005,2,2311
2027,12005,3,899
2027,12005,4+,1424
2027,12007,1,3405
2027,12007,2,3640
2027,12007,3,1297
2027,12007,4+,1774
2027,12009,1,2405
2027,12009,2,2612
2027,12009,3,1129
2027,12009,4+,1566
2027,12014,1,6423
2027,12014,2,7367
2027,12014,3,2635
2027,12014,4+,3539
2027,12021,1,6879
2027,12021,2,5856
2027,12021,3,2227
2027,12021,4+,3099
2027,12025,1,13994
2027,12025,2,11658
2027,12025,3,4696
2027,12025,4+,8181
2027,12026,1,2931
2027,12026,2,3707
2027,12026,3,1450
2027,12026,4+,1987
2027,12029,1,2609
2027,12029,2,3045
2027,12029,3,1154
2027,12029,4+,1608
2027,12035,1,2469
2027,12035,2,3006
2027,12035,3,1304
2027,12035,4+,2021
2027,12040,1,3642
2027,12040,2,3683
2027,12040,3,1646
2027,12040,4+,2729
2027,12041,1,3358
2027,12041,2,4074
2027,12041,3,1637
2027,12041,4+,2374
2027,13001,1,1853
2027,13001,2,2047
2027,13001,3,780
2027,13001,4+,1170
2027,13002,1,417
2027,13002,2,514
2027,13002,3,180
2027,13002,4+,277
2027,13003,1,2967
2027,13003,2,3612
2027,13003,3,1485
2027,13003,4+,2015
2027,13004,1,2147
2027,13004,2,2796
2027,13004,3,1225
2027,13004,4+,1661
2027,13006,1,1148
2027,13006,2,1565
2027,13006,3,581
2027,13006,4+,881
2027,13008,1,6730
2027,13008,2,6457
2027,13008,3,2506
2027,13008,4+,3472
2027,13010,1,1471
2027,13010,2,1921
2027,13010,3,690
2027,13010,4+,953
2027,13011,1,4940
2027,13011,2,4786
2027,13011,3,1703
2027,13011,4+,2053
2027,13012,1,1424
2027,13012,2,1680
2027,13012,3,597
2027,13012,4+,694
2027,13013,1,1900
2027,13013,2,2382
2027,13013,3,971
2027,13013,4+,1185
2027,13014,1,2646
2027,13014,2,3400
2027,13014,3,1315
2027,13014,4+,2025
2027,13016,1,1557
2027,13016,2,1825
2027,13016,3,655
2027,13016,4+,797
2027,13017,1,2480
2027,13017,2,3233
2027,13017,3,1154
2027,13017,4+,1651
2027,13019,1,2111
2027,13019,2,2801
2027,13019,3,966
2027,13019,4+,1440
2027,13021,1,1430
2027,13021,2,1707
2027,13021,3,622
2027,13021,4+,827
2027,13023,1,933
2027,13023,2,1270
2027,13023,3,521
2027,13023,4+,796
2027,13025,1,5579
2027,13025,2,6110
2027,13025,3,2250
2027,13025,4+,3144
2027,13029,1,1572
2027,13029,2,2015
2027,13029,3,790
2027,13029,4+,1046
2027,13031,1,1644
2027,13031,2,2321
2027,13031,3,895
2027,13031,4+,1347
2027,13035,1,1786
2027,13035,2,2512
2027,13035,3,979
2027,13035,4+,1348
2027,13036,1,1201
2027,13036,2,1904
2027,13036,3,714
2027,13036,4+,1114
2027,13037,1,1595
2027,13037,2,1800
2027,13037,3,796
2027,13037,4+,1182
2027,13040,1,8122
2027,13040,2,6890
2027,13040,3,2655
2027,13040,4+,4050
2027,13044,1,1114
2027,13044,2,1305
2027,13044,3,496
2027,13044,4+,647
2027,13046,1,1309
2027,13046,2,1895
2027,13046,3,677
2027,13046,4+,1097
2027,13049,1,3306
2027,13049,2,4101
2027,13049,3,1526
2027,13049,4+,2149
2027,13053,1,2393
2027,13053,2,2773
2027,13053,3,1008
2027,13053,4+,1343
2027,23002,1,4157
2027,23002,2,4443
2027,23002,3,2203
2027,23002,4+,3548
2027,23003,1,2525
2027,23003,2,3315
2027,23003,3,1710
2027,23003,4+,2908
2027,23009,1,256
2027,23009,2,321
2027,23009,3,135
2027,23009,4+,201
2027,23016,1,5699
2027,23016,2,5712
2027,23016,3,2725
2027,23016,4+,4421
2027,23023,1,940
2027,23023,2,1333
2027,23023,3,587
2027,23023,4+,811
2027,23024,1,1142
2027,23024,2,1395
2027,23024,3,582
2027,23024,4+,811
2027,23025,1,5568
2027,23025,2,4979
2027,23025,3,2470
2027,23025,4+,3821
2027,23027,1,6212
2027,23027,2,5649
2027,23027,3,2750
2027,23027,4+,3978
2027,23032,1,728
2027,23032,2,924
2027,23032,3,467
2027,23032,4+,603
2027,23033,1,1288
2027,23033,2,1375
2027,23033,3,731
2027,23033,4+,1240
2027,23038,1,1283
2027,23038,2,1765
2027,23038,3,820
2027,23038,4+,1208
2027,23039,1,1326
2027,23039,2,1465
2027,23039,3,600
2027,23039,4+,809
2027,23044,1,1727
2027,23044,2,1987
2027,23044,3,861
2027,23044,4+,1273
2027,23045,1,2510
2027,23045,2,2840
2027,23045,3,1161
2027,23045,4+,1806
2027,23047,1,1572
2027,23047,2,1607
2027,23047,3,977
2027,23047,4+,1909
2027,23050,1,2489
2027,23050,2,2896
2027,23050,3,1231
2027,23050,4+,1941
2027,23052,1,2634
2027,23052,2,2540
2027,23052,3,1076
2027,23052,4+,1637
2027,23060,1,1778
2027,23060,2,1998
2027,23060,3,927
2027,23060,4+,1449
2027,23062,1,2665
2027,23062,2,3190
2027,23062,3,1637
2027,23062,4+,2676
2027,23064,1,412
2027,23064,2,604
2027,23064,3,300
2027,23064,4+,446
2027,23077,1,3984
2027,23077,2,4505
2027,23077,3,2330
2027,23077,4+,3738
2027,23081,1,1360
2027,23081,2,1730
2027,23081,3,801
2027,23081,4+,1318
2027,23086,1,1999
2027,23086,2,2294
2027,23086,3,1052
2027,23086,4+,1593
2027,23088,1,5325
2027,23088,2,5007
2027,23088,3,2999
2027,23088,4+,5353
2027,23094,1,4604
2027,23094,2,3863
2027,23094,3,2410
2027,23094,4+,4082
2027,23096,1,2409
2027,23096,2,3355
2027,23096,3,1359
2027,23096,4+,2256
2027,23097,1,1277
2027,23097,2,1710
2027,23097,3,768
2027,23097,4+,1129
2027,23098,1,793
2027,23098,2,790
2027,23098,3,401
2027,23098,4+,604
2027,23099,1,1564
2027,23099,2,1374
2027,23099,3,887
2027,23099,4+,1554
2027,23100,1,592
2027,23100,2,605
2027,23100,3,274
2027,23100,4+,426
2027,23101,1,1923
2027,23101,2,2090
2027,23101,3,1224
2027,23101,4+,2060
2027,23102,1,2126
2027,23102,2,2094
2027,23102,3,1268
2027,23102,4+,1878
2027,23103,1,1665
2027,23103,2,1582
2027,23103,3,914
2027,23103,4+,1587
2027,23104,1,925
2027,23104,2,1432
2027,23104,3,589
2027,23104,4+,830
2027,23105,1,1331
2027,23105,2,1944
2027,23105,3,825
2027,23105,4+,1324
2027,24001,1,5329
2027,24001,2,4968
2027,24001,3,1829
2027,24001,4+,2338
2027,24007,1,1266
2027,24007,2,1788
2027,24007,3,639
2027,24007,4+,868
2027,24008,1,959
2027,24008,2,1053
2027,24008,3,410
2027,24008,4+,520
2027,24009,1,1186
2027,24009,2,1432
2027,24009,3,587
2027,24009,4+,1012
2027,24011,1,1263
2027,24011,2,1505
2027,24011,3,616
2027,24011,4+,974
2027,24014,1,1543
2027,24014,2,1977
2027,24014,3,804
2027,24014,4+,1311
2027,24016,1,1017
2027,24016,2,1204
2027,24016,3,529
2027,24016,4+,814
2027,24020,1,3752
2027,24020,2,3955
2027,24020,3,1497
2027,24020,4+,1964
2027,24028,1,684
2027,24028,2,979
2027,24028,3,431
2027,24028,4+,527
2027,24033,1,1951
2027,24033,2,2356
2027,24033,3,969
2027,24033,4+,1398
2027,24038,1,3121
2027,24038,2,3376
2027,24038,3,1216
2027,24038,4+,2110
2027,24041,1,820
2027,24041,2,960
2027,24041,3,421
2027,24041,4+,599
2027,24043,1,1264
2027,24043,2,1461
2027,24043,3,612
2027,24043,4+,926
2027,24045,1,1107
2027,24045,2,1392
2027,24045,3,637
2027,24045,4+,966
2027,24048,1,1472
2027,24048,2,2186
2027,24048,3,782
2027,24048,4+,1176
2027,24054,1,797
2027,24054,2,1312
2027,24054,3,487
2027,24054,4+,681
2027,24055,1,2639
2027,24055,2,2735
2027,24055,3,1339
2027,24055,4+,2046
2027,24059,1,2301
2027,24059,2,2500
2027,24059,3,976
2027,24059,4+,1365
2027,24062,1,24326
